,Spread,Volume,Prediction
0,-0.033373797057392636,0.0102912,14982.099609
1,0.09487487126740413,0.016846600192,15201.0
2,0.014649545254071281,0.016871900159999998,15599.200195
3,0.021710467337904025,0.021783199744,17429.5
4,0.11865199118160766,0.023840899072,17527.0
5,0.0037648514081851216,0.018314600448,16477.599609
6,-0.06235731277001824,0.015866000384,15170.099609
7,-0.08496034196900532,0.018413899776,14595.400391
8,-0.03531238768109889,0.016659999744,14973.299805
9,0.026848527272410164,0.018500800512,13405.799805
10,-0.11110521208131559,0.016534099968,13980.599609
11,0.0384620430845627,0.01206569984,14360.200195
12,0.02850560769659854,0.012763599872,13772.0
13,-0.04311044782203394,0.011084099584,13819.799805
14,0.0037383576601092406,0.012750799872,11490.5
15,-0.19515763449538237,0.018853799936,11188.599609
16,-0.02300727357653601,0.018830600192,11474.900391
17,0.02395687496948294,0.015020399616,11607.400391
18,0.015333594402975348,0.010740400128,12899.200195
19,0.10040712060246744,0.011801700352,11600.099609
20,-0.10660727955673899,0.009935179776,10931.400391
21,-0.06319735569453913,0.01053740032,10868.400391
22,-0.007076630696880648,0.009660609536,11359.400391
23,0.041190179029443975,0.009940989952,11259.400391
24,-0.014209962731545293,0.00887316992,11171.400391
25,-0.0076467310525602915,0.009746199552,11440.700195
26,0.023517839428181017,0.007583269888,11786.299805
27,0.026450526897706435,0.008350360063999999,11296.400391
28,-0.0398268137570509,0.007107359744,10106.299805
29,-0.11249378993634669,0.00863785984,10221.099609
30,0.011200883438441802,0.008041160192,9170.540039
31,-0.11169627703185854,0.009959400448,8830.75
32,-0.03678310333931963,0.012726899712,9174.910156
33,0.03650979575552867,0.00726379008,8277.009766
34,-0.10349945345429984,0.0070735498239999995,6955.27002
35,-0.1739600274655457,0.009285289984,7754.0
36,0.10105072638103701,0.01399980032,7621.299805
37,-0.01704449103167202,0.00916928,8265.589844
38,0.0775136561725048,0.009346750463999999,8736.980469
39,0.055967908554051926,0.0067848202239999995,8621.900391
40,-0.011273346756745578,0.007780960256,8129.970215
41,-0.05876024791559937,0.006122189824,8926.570313
42,0.09168261669289787,0.006256439808,8598.30957
43,-0.03771820630514455,0.005696719872,9494.629883
44,0.09876225274398204,0.007909819904,10166.400391
45,0.06908476372250132,0.009062540288,10233.900391
46,0.009747440198298464,0.007296159744,11112.700195
47,0.08503963834437196,0.008660880384,10551.799805
48,-0.05274089917255522,0.008744009728,11225.299805
49,0.06175243916096753,0.007652089856,11403.700195
50,0.014825197728831075,0.009926540288,10690.400391
51,-0.06227164768505291,0.009405339648,10005.0
52,-0.06248398056165646,0.008040079872,10301.099609
53,0.036003543417975195,0.007739500032,9813.070313
54,-0.0471233000751888,0.006917929984,9664.730469
55,-0.01362519919931388,0.005706939904,10366.700195
56,0.06980827098628851,0.00728769024,10725.599609
57,0.031404071474915266,0.0069661798399999995,10397.900391
58,-0.026933031563837143,0.006936189952,10951.0
59,0.052884839990656386,0.007317279744,11086.400391
60,0.009891511171852791,0.00762059008,11489.700195
61,0.03442427577727068,0.00669057024,11512.599609
62,0.0013421713850941181,0.00608414976,11573.299805
63,0.003533731985484823,0.006468539904,10779.900391
64,-0.06489918511115081,0.0068321699839999995,9965.570313
65,-0.08130593748149774,0.008797910015999999,9395.009766
66,-0.057118815218576986,0.007186089984,9337.549805
67,-0.008581010636215445,0.008704190464,8866.0
68,-0.052788168377115065,0.005386319872,9578.629883
69,0.07924550718748953,0.006296370176,9205.120117
70,-0.0421097757395232,0.006457399808,9194.849609
71,0.002366930220801362,0.00599113984,8269.80957
72,-0.10845006791163371,0.006438230016,8300.860352
73,0.001246109079426877,0.006834429952,8338.349609
74,0.001861244664852068,0.0052893798399999995,7916.879883
75,-0.050129525082224013,0.004426149888,8223.679688
76,0.04259400620065845,0.006639190016,8630.650391
77,0.033992844304554,0.006729110016,8913.469727
78,0.03369088182097236,0.006361789952,8929.280273
79,-0.0009099347982135892,0.0060431298559999996,8728.469727
80,-0.023884903923075147,0.0055303900159999995,8879.620117
81,0.016632032390970497,0.0059541201919999995,8668.120117
82,-0.026478503936046616,0.005664600064,8495.780273
83,-0.013662780902068595,0.004569880064,8209.400391
84,-0.03514198168277183,0.0059210398719999995,7833.040039
85,-0.04578397830978352,0.00537825024,7954.47998
86,0.014768950350967305,0.004935289856,7165.700195
87,-0.10790465339332483,0.006361229824,6890.52002
88,-0.04024617416873291,0.0062895098879999995,6973.529785
89,0.011519817092483595,0.00455326976,6844.22998
90,-0.023378301354151775,0.004532100096,7083.799805
91,0.0342515884020115,0.00433344,7456.109863
92,0.04846123037665013,0.005499700224,6853.839844
93,-0.08443049650244476,0.004936,6811.470215
94,-0.005476210103211785,0.0056393200639999995,6636.319824
95,-0.026747108521292435,0.0037668101119999998,6911.089844
96,0.04101733156434481,0.003976610048,7023.52002
97,0.014758186159497137,0.003652499968,6770.72998
98,-0.03953581868375415,0.004894060032,6834.759766
99,0.005792310398513835,0.00427275008,6968.319824
100,0.018112639935513593,0.004641889792,7889.25
101,0.12700756753892856,0.00890625024,7895.959961
102,-0.0006435323778710825,0.007764460032,7986.240234
103,0.01395788280042342,0.005191430144,8329.110352
104,0.04037034157090171,0.00524448,8058.669922
105,-0.03422745760548114,0.005631309824,7902.089844
106,-0.020976455515456977,0.0069008798719999995,8163.419922
107,0.02723107918348534,0.00652990976,8294.30957
108,0.016430697453281986,0.0070632099839999995,8845.830078
109,0.06527972970369235,0.008438110208,8895.580078
110,0.0053020713227940434,0.007548550144,8802.459961
111,-0.013789762699472642,0.006629899776,8930.879883
112,0.015381469672864986,0.006925190144,9697.5
113,0.08179444197609433,0.010678800384,8845.740234
114,-0.09223862525416524,0.01108310016,9281.509766
115,0.04599907399462685,0.008970559488,8987.049805
116,-0.0330651877560654,0.00756628992,9348.480469
117,0.0446150405209761,0.0078054799359999994,9419.080078
118,0.007761724440137656,0.008853000191999999,9240.549805
119,-0.0199057125537381,0.00867392,9119.009766
120,-0.01459860850043323,0.007713019904,9235.919922
121,0.014374207806035209,0.007558159872,9743.860352
122,0.05371091559939391,0.010207299583999999,9700.759766
123,0.0005432194681198709,0.008217829888,9858.150391
124,0.016060342678085218,0.00765193984,9654.799805
125,-0.01963472709960592,0.007222280191999999,9373.009766
126,-0.02885692701343346,0.00739401984,9234.820313
127,-0.015712288594889427,0.007415869952,9325.179688
128,0.011023266893855412,0.00722689024,9043.94043
129,-0.03059350958938159,0.006906699776,8441.490234
130,-0.07009285381261195,0.008488520192,8504.889648
131,0.00751395833314106,0.006821380096,8723.94043
132,0.024282626079599898,0.005866379776,8716.790039
133,0.00042789851909576975,0.00736414976,8510.379883
134,-0.022531035163983342,0.00670571008,8368.830078
135,-0.01625278455349314,0.00676022016,8094.319824
136,-0.033422504268941916,0.005862530048,8250.969727
137,0.019587696130065932,0.005764190208,8247.179688
138,-0.0010329893577357672,0.004712399872,8513.25
